"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
308,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",308,"Gabtali",NA,"","Upazila|Thana|Po","Sub-district","",""
309,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",309,"Kahaloo",NA,"","Upazila|Thana|Po","Sub-district","",""
310,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",310,"Nandigram",NA,"","Upazila|Thana|Po","Sub-district","",""
311,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",311,"Sariakandi",NA,"","Upazila|Thana|Po","Sub-district","",""
312,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",312,"Sherpur",NA,"","Upazila|Thana|Po","Sub-district","",""
313,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",313,"Shibganj",NA,"","Upazila|Thana|Po","Sub-district","","Bogra"
314,20,"BGD","Bangladesh",5,"Rajshahi",45,"Bogra",314,"Sonatala",NA,"","Upazila|Thana|Po","Sub-district","",""
315,20,"BGD","Bangladesh",5,"Rajshahi",46,"Jaipurhat",315,"Akkelpur",NA,"","Upazila|Thana|Po","Sub-district","",""
316,20,"BGD","Bangladesh",5,"Rajshahi",46,"Jaipurhat",316,"Joypurhat S.",NA,"","Upazila|Thana|Po","Sub-district","",""
317,20,"BGD","Bangladesh",5,"Rajshahi",46,"Jaipurhat",317,"Kalai",NA,"","Upazila|Thana|Po","Sub-district","",""
318,20,"BGD","Bangladesh",5,"Rajshahi",46,"Jaipurhat",318,"Khetlal",NA,"","Upazila|Thana|Po","Sub-district","",""
319,20,"BGD","Bangladesh",5,"Rajshahi",46,"Jaipurhat",319,"Panchbibi",NA,"","Upazila|Thana|Po","Sub-district","",""
320,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",320,"Atrai",NA,"","Upazila|Thana|Po","Sub-district","",""
321,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",321,"Badalgachhi",NA,"","Upazila|Thana|Po","Sub-district","",""
322,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",322,"Dhamoirhat",NA,"","Upazila|Thana|Po","Sub-district","",""
323,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",323,"Mahadevpur",NA,"","Upazila|Thana|Po","Sub-district","",""
324,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",324,"Manda",NA,"","Upazila|Thana|Po","Sub-district","",""
325,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",325,"Naogaon S.",NA,"","Upazila|Thana|Po","Sub-district","",""
326,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",326,"Niamatpur",NA,"","Upazila|Thana|Po","Sub-district","",""
327,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",327,"Patnitala",NA,"","Upazila|Thana|Po","Sub-district","",""
328,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",328,"Porsha",NA,"","Upazila|Thana|Po","Sub-district","",""
329,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",329,"Raninagar",NA,"","Upazila|Thana|Po","Sub-district","",""
330,20,"BGD","Bangladesh",5,"Rajshahi",47,"Naogaon",330,"Sapahar",NA,"","Upazila|Thana|Po","Sub-district","",""
331,20,"BGD","Bangladesh",5,"Rajshahi",48,"Natore",331,"Bagatipara",NA,"","Upazila|Thana|Po","Sub-district","",""
332,20,"BGD","Bangladesh",5,"Rajshahi",48,"Natore",332,"Baraigram",NA,"","Upazila|Thana|Po","Sub-district","",""
333,20,"BGD","Bangladesh",5,"Rajshahi",48,"Natore",333,"Gurudaspur",NA,"","Upazila|Thana|Po","Sub-district","",""
334,20,"BGD","Bangladesh",5,"Rajshahi",48,"Natore",334,"Lalpur",NA,"","Upazila|Thana|Po","Sub-district","",""
335,20,"BGD","Bangladesh",5,"Rajshahi",48,"Natore",335,"Natore S.",NA,"","Upazila|Thana|Po","Sub-district","",""
336,20,"BGD","Bangladesh",5,"Rajshahi",48,"Natore",336,"Singra",NA,"","Upazila|Thana|Po","Sub-district","",""
337,20,"BGD","Bangladesh",5,"Rajshahi",49,"Nawabganj",337,"Bholahat",NA,"","Upazila|Thana|Po","Sub-district","",""
338,20,"BGD","Bangladesh",5,"Rajshahi",49,"Nawabganj",338,"Gomastapur",NA,"","Upazila|Thana|Po","Sub-district","",""
339,20,"BGD","Bangladesh",5,"Rajshahi",49,"Nawabganj",339,"Nachole",NA,"","Upazila|Thana|Po","Sub-district","",""
340,20,"BGD","Bangladesh",5,"Rajshahi",49,"Nawabganj",340,"Nawabganj S.",NA,"","Upazila|Thana|Po","Sub-district","","Nawabganj"
341,20,"BGD","Bangladesh",5,"Rajshahi",49,"Nawabganj",341,"Shibganj",NA,"","Upazila|Thana|Po","Sub-district","","Nawabganj"
342,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",342,"Atgharia",NA,"","Upazila|Thana|Po","Sub-district","",""
343,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",343,"Bera",NA,"","Upazila|Thana|Po","Sub-district","",""
344,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",344,"Bhangura",NA,"","Upazila|Thana|Po","Sub-district","",""
345,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",345,"Chatmohar",NA,"","Upazila|Thana|Po","Sub-district","",""
346,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",346,"Faridpur",NA,"","Upazila|Thana|Po","Sub-district","",""
347,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",347,"Ishwardi",NA,"","Upazila|Thana|Po","Sub-district","",""
348,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",348,"Pabna S.",NA,"","Upazila|Thana|Po","Sub-district","",""
349,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",349,"Santhia",NA,"","Upazila|Thana|Po","Sub-district","",""
350,20,"BGD","Bangladesh",5,"Rajshahi",50,"Pabna",350,"Sujanagar",NA,"","Upazila|Thana|Po","Sub-district","",""
351,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",351,"Bagha",NA,"","Upazila|Thana|Po","Sub-district","",""
352,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",352,"Bagmara",NA,"","Upazila|Thana|Po","Sub-district","",""
353,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",353,"Boalia",NA,"","Upazila|Thana|Po","Sub-district","",""
354,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",354,"Charghat",NA,"","Upazila|Thana|Po","Sub-district","",""
355,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",355,"Durgapur",NA,"","Upazila|Thana|Po","Sub-district","","Rajshahi"
356,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",356,"Godagari",NA,"","Upazila|Thana|Po","Sub-district","",""
357,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",357,"Mohanpur",NA,"","Upazila|Thana|Po","Sub-district","",""
358,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",358,"Paba",NA,"","Upazila|Thana|Po","Sub-district","",""
359,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",359,"Puthia",NA,"","Upazila|Thana|Po","Sub-district","",""
360,20,"BGD","Bangladesh",5,"Rajshahi",51,"Rajshahi",360,"Tanore",NA,"","Upazila|Thana|Po","Sub-district","",""
361,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",361,"Belkuchi",NA,"","Upazila|Thana|Po","Sub-district","",""
362,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",362,"Chauhali",NA,"","Upazila|Thana|Po","Sub-district","",""
363,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",363,"Kamarkhanda",NA,"","Upazila|Thana|Po","Sub-district","",""
364,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",364,"Kazipur",NA,"","Upazila|Thana|Po","Sub-district","",""
365,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",365,"Raiganj",NA,"","Upazila|Thana|Po","Sub-district","",""
366,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",366,"Shahjadpur",NA,"","Upazila|Thana|Po","Sub-district","",""
367,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",367,"Sirajganj S.",NA,"","Upazila|Thana|Po","Sub-district","",""
368,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",368,"Tarash",NA,"","Upazila|Thana|Po","Sub-district","",""
369,20,"BGD","Bangladesh",5,"Rajshahi",52,"Sirajgonj",369,"Ullahpara",NA,"","Upazila|Thana|Po","Sub-district","",""
370,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",370,"Biral",NA,"","Upazila|Thana|Po","Sub-district","",""
371,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",371,"Birampur",NA,"","Upazila|Thana|Po","Sub-district","",""
372,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",372,"Birganj",NA,"","Upazila|Thana|Po","Sub-district","",""
373,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",373,"Bochaganj",NA,"","Upazila|Thana|Po","Sub-district","",""
374,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",374,"Chirirbandar",NA,"","Upazila|Thana|Po","Sub-district","",""
375,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",375,"Dinajpur S.",NA,"","Upazila|Thana|Po","Sub-district","",""
376,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",376,"Ghoraghat",NA,"","Upazila|Thana|Po","Sub-district","",""
377,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",377,"Hakimpur",NA,"","Upazila|Thana|Po","Sub-district","",""
378,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",378,"Kaharole",NA,"","Upazila|Thana|Po","Sub-district","",""
379,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",379,"Khansama",NA,"","Upazila|Thana|Po","Sub-district","",""
380,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",380,"Nawabganj",NA,"","Upazila|Thana|Po","Sub-district","","Dinajpur"
381,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",381,"Parbatipur",NA,"","Upazila|Thana|Po","Sub-district","",""
382,20,"BGD","Bangladesh",6,"Rangpur",53,"Dinajpur",382,"Phulbari",NA,"","Upazila|Thana|Po","Sub-district","","Dinajpur"
383,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",383,"Gaibandha S.",NA,"","Upazila|Thana|Po","Sub-district","",""
384,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",384,"Gobindaganj",NA,"","Upazila|Thana|Po","Sub-district","",""
385,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",385,"Palashbari",NA,"","Upazila|Thana|Po","Sub-district","",""
386,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",386,"Phulchhari",NA,"","Upazila|Thana|Po","Sub-district","",""
387,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",387,"Sadullapur",NA,"","Upazila|Thana|Po","Sub-district","",""
388,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",388,"Sughatta",NA,"","Upazila|Thana|Po","Sub-district","",""
389,20,"BGD","Bangladesh",6,"Rangpur",54,"Gaibanda",389,"Sundarganj",NA,"","Upazila|Thana|Po","Sub-district","",""
390,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",390,"Bhurungamari",NA,"","Upazila|Thana|Po","Sub-district","",""
391,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",391,"Charrajibpur",NA,"","Upazila|Thana|Po","Sub-district","",""
392,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",392,"Chilmari",NA,"","Upazila|Thana|Po","Sub-district","",""
393,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",393,"Kurigram S.",NA,"","Upazila|Thana|Po","Sub-district","",""
394,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",394,"Nageshwari",NA,"","Upazila|Thana|Po","Sub-district","",""
395,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",395,"Phulbari",NA,"","Upazila|Thana|Po","Sub-district","","Kurigram"
396,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",396,"Rajarhat",NA,"","Upazila|Thana|Po","Sub-district","",""
397,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",397,"Raomari",NA,"","Upazila|Thana|Po","Sub-district","",""
398,20,"BGD","Bangladesh",6,"Rangpur",55,"Kurigram",398,"Ulipur",NA,"","Upazila|Thana|Po","Sub-district","",""
399,20,"BGD","Bangladesh",6,"Rangpur",56,"Lalmonirhat",399,"Aditmari",NA,"","Upazila|Thana|Po","Sub-district","",""
400,20,"BGD","Bangladesh",6,"Rangpur",56,"Lalmonirhat",400,"Hatibandha",NA,"","Upazila|Thana|Po","Sub-district","",""
401,20,"BGD","Bangladesh",6,"Rangpur",56,"Lalmonirhat",401,"Kaliganj",NA,"","Upazila|Thana|Po","Sub-district","","Lalmonirhat"
402,20,"BGD","Bangladesh",6,"Rangpur",56,"Lalmonirhat",402,"Lalhonirhat S.",NA,"","Upazila|Thana|Po","Sub-district","",""
403,20,"BGD","Bangladesh",6,"Rangpur",56,"Lalmonirhat",403,"Patgram",NA,"","Upazila|Thana|Po","Sub-district","",""
404,20,"BGD","Bangladesh",6,"Rangpur",57,"Nilphamari",404,"Dimla",NA,"","Upazila|Thana|Po","Sub-district","",""
405,20,"BGD","Bangladesh",6,"Rangpur",57,"Nilphamari",405,"Domar",NA,"","Upazila|Thana|Po","Sub-district","",""
406,20,"BGD","Bangladesh",6,"Rangpur",57,"Nilphamari",406,"Jaldhaka",NA,"","Upazila|Thana|Po","Sub-district","",""
407,20,"BGD","Bangladesh",6,"Rangpur",57,"Nilphamari",407,"Kishoreganj",NA,"","Upazila|Thana|Po","Sub-district","",""
408,20,"BGD","Bangladesh",6,"Rangpur",57,"Nilphamari",408,"Nilphahari S.",NA,"","Upazila|Thana|Po","Sub-district","",""
409,20,"BGD","Bangladesh",6,"Rangpur",57,"Nilphamari",409,"Saidpur",NA,"","Upazila|Thana|Po","Sub-district","",""
410,20,"BGD","Bangladesh",6,"Rangpur",58,"Panchagarh",410,"Atwari",NA,"","Upazila|Thana|Po","Sub-district","",""
411,20,"BGD","Bangladesh",6,"Rangpur",58,"Panchagarh",411,"Boda",NA,"","Upazila|Thana|Po","Sub-district","",""
412,20,"BGD","Bangladesh",6,"Rangpur",58,"Panchagarh",412,"Debiganj",NA,"","Upazila|Thana|Po","Sub-district","",""
413,20,"BGD","Bangladesh",6,"Rangpur",58,"Panchagarh",413,"Panchagarh S.",NA,"","Upazila|Thana|Po","Sub-district","",""
414,20,"BGD","Bangladesh",6,"Rangpur",58,"Panchagarh",414,"Tentulia",NA,"","Upazila|Thana|Po","Sub-district","",""
415,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",415,"Badarganj",NA,"","Upazila|Thana|Po","Sub-district","",""
416,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",416,"Gangachhara",NA,"","Upazila|Thana|Po","Sub-district","",""
417,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",417,"Kaunia",NA,"","Upazila|Thana|Po","Sub-district","",""
418,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",418,"Mithapukur",NA,"","Upazila|Thana|Po","Sub-district","",""
419,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",419,"Pirgachha",NA,"","Upazila|Thana|Po","Sub-district","",""
420,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",420,"Pirganj",NA,"","Upazila|Thana|Po","Sub-district","","Rangpur"
421,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",421,"Rangpur S.",NA,"","Upazila|Thana|Po","Sub-district","",""
422,20,"BGD","Bangladesh",6,"Rangpur",59,"Rongpur",422,"Taraganj",NA,"","Upazila|Thana|Po","Sub-district","",""
423,20,"BGD","Bangladesh",6,"Rangpur",60,"Thakurgaon",423,"Baliadangi",NA,"","Upazila|Thana|Po","Sub-district","",""
424,20,"BGD","Bangladesh",6,"Rangpur",60,"Thakurgaon",424,"Haripur",NA,"","Upazila|Thana|Po","Sub-district","",""
425,20,"BGD","Bangladesh",6,"Rangpur",60,"Thakurgaon",425,"Pirganj",NA,"","Upazila|Thana|Po","Sub-district","","Thakurgaon"
426,20,"BGD","Bangladesh",6,"Rangpur",60,"Thakurgaon",426,"Ranisankail",NA,"","Upazila|Thana|Po","Sub-district","",""
427,20,"BGD","Bangladesh",6,"Rangpur",60,"Thakurgaon",427,"Thakurgaon S.",NA,"","Upazila|Thana|Po","Sub-district","",""
428,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",428,"Ajmiriganj",NA,"","Upazila|Thana|Po","Sub-district","",""
429,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",429,"Bahubal",NA,"","Upazila|Thana|Po","Sub-district","",""
430,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",430,"Baniachong",NA,"","Upazila|Thana|Po","Sub-district","",""
431,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",431,"Chunarughat",NA,"","Upazila|Thana|Po","Sub-district","",""
432,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",432,"Habiganj S.",NA,"","Upazila|Thana|Po","Sub-district","",""
433,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",433,"Lakhai",NA,"","Upazila|Thana|Po","Sub-district","",""
434,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",434,"Madhabpur",NA,"","Upazila|Thana|Po","Sub-district","",""
435,20,"BGD","Bangladesh",7,"Sylhet",61,"Hobiganj",435,"Nabiganj",NA,"","Upazila|Thana|Po","Sub-district","",""
436,20,"BGD","Bangladesh",7,"Sylhet",62,"Moulvibazar",436,"Barlekha",NA,"","Upazila|Thana|Po","Sub-district","",""
437,20,"BGD","Bangladesh",7,"Sylhet",62,"Moulvibazar",437,"Kamalganj",NA,"","Upazila|Thana|Po","Sub-district","",""
438,20,"BGD","Bangladesh",7,"Sylhet",62,"Moulvibazar",438,"Kulaura",NA,"","Upazila|Thana|Po","Sub-district","",""
439,20,"BGD","Bangladesh",7,"Sylhet",62,"Moulvibazar",439,"Maulvibazar S.",NA,"","Upazila|Thana|Po","Sub-district","",""
440,20,"BGD","Bangladesh",7,"Sylhet",62,"Moulvibazar",440,"Rajnagar",NA,"","Upazila|Thana|Po","Sub-district","",""
441,20,"BGD","Bangladesh",7,"Sylhet",62,"Moulvibazar",441,"Sreemangal",NA,"","Upazila|Thana|Po","Sub-district","",""
442,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",442,"Bishwamvarpur",NA,"","Upazila|Thana|Po","Sub-district","",""
443,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",443,"Chhatak",NA,"","Upazila|Thana|Po","Sub-district","",""
444,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",444,"Derai",NA,"","Upazila|Thana|Po","Sub-district","",""
445,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",445,"Dharampasha",NA,"","Upazila|Thana|Po","Sub-district","",""
446,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",446,"Dowarabazar",NA,"","Upazila|Thana|Po","Sub-district","",""
447,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",447,"Jagannathpur",NA,"","Upazila|Thana|Po","Sub-district","",""
448,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",448,"Jamalganj",NA,"","Upazila|Thana|Po","Sub-district","",""
449,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",449,"Sullah",NA,"","Upazila|Thana|Po","Sub-district","",""
450,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",450,"Sunamganj S.",NA,"","Upazila|Thana|Po","Sub-district","",""
451,20,"BGD","Bangladesh",7,"Sylhet",63,"Sun Amgonj",451,"Tahirpur",NA,"","Upazila|Thana|Po","Sub-district","",""
452,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",452,"Balaganj",NA,"","Upazila|Thana|Po","Sub-district","",""
453,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",453,"Beanibazar",NA,"","Upazila|Thana|Po","Sub-district","",""
454,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",454,"Bishwanath",NA,"","Upazila|Thana|Po","Sub-district","",""
455,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",455,"Companiganj",NA,"","Upazila|Thana|Po","Sub-district","","Sylhet"
456,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",456,"Fenchuganj",NA,"","Upazila|Thana|Po","Sub-district","",""
457,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",457,"Golabganj",NA,"","Upazila|Thana|Po","Sub-district","",""
458,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",458,"Gowainghat",NA,"","Upazila|Thana|Po","Sub-district","",""
459,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",459,"Jaintiapur",NA,"","Upazila|Thana|Po","Sub-district","",""
460,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",460,"Kanaighat",NA,"","Upazila|Thana|Po","Sub-district","",""
461,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",461,"Sylhet S.",NA,"","Upazila|Thana|Po","Sub-district","",""
462,20,"BGD","Bangladesh",7,"Sylhet",64,"Sylhet",462,"Zakiganj",NA,"","Upazila|Thana|Po","Sub-district","",""
